序号	汉字	次数	频率	累计频率
2581	惟	16793	0.002%	98.850%
2582	谱	16769	0.002%	98.852%
2583	抄	16722	0.002%	98.854%
2584	衙	16647	0.002%	98.855%
2585	戚	16597	0.002%	98.857%
2586	钦	16555	0.002%	98.859%
2587	哩	16550	0.002%	98.860%
2588	楠	16543	0.002%	98.862%
2589	蕊	16527	0.002%	98.864%
2590	垒	16480	0.002%	98.865%
2591	胃	16471	0.002%	98.867%
2592	颅	16462	0.002%	98.868%
2593	琢	16451	0.002%	98.870%
2594	贡	16383	0.002%	98.872%
2595	衰	16355	0.002%	98.873%
2596	喧	16342	0.002%	98.875%
2597	虞	16305	0.002%	98.877%
2598	丞	16287	0.002%	98.878%
2599	岗	16244	0.002%	98.880%
2600	慑	16238	0.002%	98.881%
2601	扁	16232	0.002%	98.883%
2602	骆	16189	0.002%	98.885%
2603	纽	16188	0.002%	98.886%
2604	噢	16137	0.002%	98.888%
2605	剂	16115	0.002%	98.889%
2606	侃	16103	0.002%	98.891%
2607	菩	16083	0.002%	98.893%
2608	剿	16057	0.002%	98.894%
2609	秃	16029	0.002%	98.896%
2610	罡	15970	0.002%	98.897%
2611	咙	15961	0.002%	98.899%
2612	桓	15958	0.002%	98.900%
2613	莽	15947	0.002%	98.902%
2614	菁	15931	0.002%	98.904%
2615	揽	15910	0.002%	98.905%
2616	烫	15889	0.002%	98.907%
2617	嘘	15881	0.002%	98.908%
2618	祷	15874	0.002%	98.910%
2619	诞	15839	0.002%	98.911%
2620	瑜	15836	0.002%	98.913%
2621	鞘	15797	0.002%	98.915%
2622	轴	15775	0.002%	98.916%
2623	孽	15733	0.002%	98.918%
2624	恕	15651	0.002%	98.919%
2625	轿	15609	0.002%	98.921%
2626	萍	15596	0.002%	98.922%
2627	衬	15570	0.002%	98.924%
2628	倦	15514	0.002%	98.925%
2629	芷	15445	0.002%	98.927%
2630	疚	15413	0.002%	98.928%
2631	翁	15399	0.002%	98.930%
2632	淘	15380	0.002%	98.931%
2633	猾	15375	0.002%	98.933%
2634	嗜	15370	0.002%	98.934%
2635	翎	15342	0.002%	98.936%
2636	陨	15322	0.002%	98.938%
2637	熬	15285	0.002%	98.939%
2638	藉	15282	0.002%	98.941%
2639	窍	15252	0.002%	98.942%
2640	掷	15182	0.002%	98.944%
2641	勋	15138	0.001%	98.945%
2642	咖	15129	0.001%	98.947%
2643	磕	15110	0.001%	98.948%
2644	鸦	15107	0.001%	98.950%
2645	铸	15077	0.001%	98.951%
2646	棺	15034	0.001%	98.953%
2647	翩	15034	0.001%	98.954%
2648	叨	15030	0.001%	98.955%
2649	倏	15017	0.001%	98.957%
2650	奢	15005	0.001%	98.958%
2651	扳	15001	0.001%	98.960%
2652	乍	14970	0.001%	98.961%
2653	叙	14898	0.001%	98.963%
2654	嗽	14874	0.001%	98.964%
2655	辟	14859	0.001%	98.966%
2656	畜	14840	0.001%	98.967%
2657	擎	14831	0.001%	98.969%
2658	霎	14829	0.001%	98.970%
2659	倘	14825	0.001%	98.972%
2660	嫉	14823	0.001%	98.973%
2661	陋	14818	0.001%	98.975%
2662	郝	14801	0.001%	98.976%
2663	搁	14763	0.001%	98.978%
2664	瘫	14758	0.001%	98.979%
2665	钥	14740	0.001%	98.980%
2666	哆	14737	0.001%	98.982%
2667	茅	14681	0.001%	98.983%
2668	峻	14634	0.001%	98.985%
2669	蜘	14625	0.001%	98.986%
2670	匙	14623	0.001%	98.988%
2671	趋	14608	0.001%	98.989%
2672	窄	14589	0.001%	98.991%
2673	啡	14529	0.001%	98.992%
2674	绞	14493	0.001%	98.993%
2675	伺	14439	0.001%	98.995%
2676	莺	14434	0.001%	98.996%
2677	邱	14403	0.001%	98.998%
2678	酥	14401	0.001%	98.999%
2679	姥	14371	0.001%	99.001%
2680	菊	14371	0.001%	99.002%
2681	蛊	14371	0.001%	99.003%
2682	粘	14357	0.001%	99.005%
2683	恳	14349	0.001%	99.006%
2684	醋	14338	0.001%	99.008%
2685	绷	14317	0.001%	99.009%
2686	淌	14310	0.001%	99.010%
2687	炫	14293	0.001%	99.012%
2688	淮	14236	0.001%	99.013%
2689	渠	14209	0.001%	99.015%
2690	娱	14177	0.001%	99.016%
2691	丐	14152	0.001%	99.018%
2692	履	14082	0.001%	99.019%
2693	症	14066	0.001%	99.020%
2694	捞	14048	0.001%	99.022%
2695	塑	14023	0.001%	99.023%
2696	蔑	14003	0.001%	99.024%
2697	眩	13983	0.001%	99.026%
2698	衔	13977	0.001%	99.027%
2699	禽	13964	0.001%	99.029%
2700	蒸	13920	0.001%	99.030%
2701	炀	13917	0.001%	99.031%
2702	涟	13914	0.001%	99.033%
2703	傀	13913	0.001%	99.034%
2704	嗖	13899	0.001%	99.035%
2705	淳	13882	0.001%	99.037%
2706	挟	13878	0.001%	99.038%
2707	佘	13791	0.001%	99.040%
2708	柏	13705	0.001%	99.041%
2709	帆	13660	0.001%	99.042%
2710	绰	13642	0.001%	99.044%
2711	歧	13629	0.001%	99.045%
2712	渔	13603	0.001%	99.046%
2713	敞	13600	0.001%	99.048%
2714	徽	13578	0.001%	99.049%
2715	缄	13573	0.001%	99.050%
2716	彬	13556	0.001%	99.052%
2717	厥	13554	0.001%	99.053%
2718	讪	13548	0.001%	99.054%
2719	瞟	13465	0.001%	99.056%
2720	茂	13454	0.001%	99.057%
2721	疤	13413	0.001%	99.058%
2722	霹	13399	0.001%	99.060%
2723	惭	13370	0.001%	99.061%
2724	瑾	13362	0.001%	99.062%
2725	猿	13357	0.001%	99.064%
2726	迸	13356	0.001%	99.065%
2727	眶	13344	0.001%	99.066%
2728	豁	13334	0.001%	99.068%
2729	宵	13330	0.001%	99.069%
2730	沼	13323	0.001%	99.070%
2731	肿	13315	0.001%	99.072%
2732	卸	13299	0.001%	99.073%
2733	钩	13268	0.001%	99.074%
2734	捅	13259	0.001%	99.076%
2735	婢	13240	0.001%	99.077%
2736	沮	13239	0.001%	99.078%
2737	荐	13213	0.001%	99.079%
2738	肺	13183	0.001%	99.081%
2739	亨	13178	0.001%	99.082%
2740	页	13177	0.001%	99.083%
2741	踹	13173	0.001%	99.085%
2742	戬	13154	0.001%	99.086%
2743	忖	13131	0.001%	99.087%
2744	斐	13122	0.001%	99.089%
2745	碑	13117	0.001%	99.090%
2746	芦	13103	0.001%	99.091%
2747	瓷	13073	0.001%	99.092%
2748	拘	13071	0.001%	99.094%
2749	钧	13066	0.001%	99.095%
2750	雳	13066	0.001%	99.096%
2751	迭	13055	0.001%	99.098%
2752	贩	13045	0.001%	99.099%
2753	屡	13032	0.001%	99.100%
2754	漩	13025	0.001%	99.101%
2755	夭	13023	0.001%	99.103%
2756	鲍	13015	0.001%	99.104%
2757	儡	13007	0.001%	99.105%
2758	吏	12974	0.001%	99.107%
2759	捆	12972	0.001%	99.108%
2760	扛	12954	0.001%	99.109%
2761	曰	12950	0.001%	99.110%
2762	鹫	12949	0.001%	99.112%
2763	届	12944	0.001%	99.113%
2764	蝉	12943	0.001%	99.114%
2765	怠	12928	0.001%	99.116%
2766	搓	12928	0.001%	99.117%
2767	漪	12919	0.001%	99.118%
2768	侮	12896	0.001%	99.119%
2769	脊	12879	0.001%	99.121%
2770	栗	12877	0.001%	99.122%
2771	萱	12863	0.001%	99.123%
2772	叱	12841	0.001%	99.124%
2773	淹	12832	0.001%	99.126%
2774	驼	12827	0.001%	99.127%
2775	拎	12766	0.001%	99.128%
2776	娟	12760	0.001%	99.130%
2777	揍	12722	0.001%	99.131%
2778	嗅	12715	0.001%	99.132%
2779	菱	12708	0.001%	99.133%
2780	槐	12689	0.001%	99.135%
2781	汁	12677	0.001%	99.136%
2782	惮	12670	0.001%	99.137%
2783	襄	12660	0.001%	99.138%
2784	蟒	12635	0.001%	99.140%
2785	邻	12590	0.001%	99.141%
2786	姗	12588	0.001%	99.142%
2787	账	12575	0.001%	99.143%
2788	樊	12541	0.001%	99.145%
2789	衅	12501	0.001%	99.146%
2790	砖	12490	0.001%	99.147%
2791	喽	12486	0.001%	99.148%
2792	瘾	12482	0.001%	99.149%
2793	抿	12464	0.001%	99.151%
2794	弛	12444	0.001%	99.152%
2795	霓	12428	0.001%	99.153%
2796	览	12410	0.001%	99.154%
2797	妆	12373	0.001%	99.156%
2798	澈	12367	0.001%	99.157%
2799	僻	12356	0.001%	99.158%
2800	挫	12342	0.001%	99.159%
2801	矣	12322	0.001%	99.160%
2802	妩	12321	0.001%	99.162%
2803	厦	12284	0.001%	99.163%
2804	喻	12276	0.001%	99.164%
2805	杏	12266	0.001%	99.165%
2806	桐	12213	0.001%	99.167%
2807	倪	12211	0.001%	99.168%
2808	噩	12157	0.001%	99.169%
2809	拧	12144	0.001%	99.170%
2810	燥	12129	0.001%	99.171%
2811	沦	12122	0.001%	99.173%
2812	芊	12101	0.001%	99.174%
2813	揪	12083	0.001%	99.175%
2814	铲	12082	0.001%	99.176%
2815	郊	12060	0.001%	99.177%
2816	蚂	12055	0.001%	99.179%
2817	帖	12052	0.001%	99.180%
2818	孕	12038	0.001%	99.181%
2819	跺	11997	0.001%	99.182%
2820	蹈	11958	0.001%	99.183%
2821	冀	11931	0.001%	99.184%
2822	盐	11931	0.001%	99.186%
2823	蹭	11928	0.001%	99.187%
2824	阮	11924	0.001%	99.188%
2825	婪	11919	0.001%	99.189%
2826	巅	11918	0.001%	99.190%
2827	株	11910	0.001%	99.192%
2828	喇	11909	0.001%	99.193%
2829	襟	11890	0.001%	99.194%
2830	婿	11862	0.001%	99.195%
2831	鞠	11843	0.001%	99.196%
2832	盏	11808	0.001%	99.197%
2833	嬉	11795	0.001%	99.199%
2834	凹	11789	0.001%	99.200%
2835	敦	11772	0.001%	99.201%
2836	膜	11743	0.001%	99.202%
2837	焉	11733	0.001%	99.203%
2838	跋	11699	0.001%	99.204%
2839	剪	11691	0.001%	99.206%
2840	呕	11628	0.001%	99.207%
2841	颓	11588	0.001%	99.208%
2842	妓	11587	0.001%	99.209%
2843	棘	11587	0.001%	99.210%
2844	桩	11585	0.001%	99.211%
2845	稚	11578	0.001%	99.212%
2846	逞	11576	0.001%	99.214%
2847	僚	11573	0.001%	99.215%
2848	谍	11529	0.001%	99.216%
2849	桂	11523	0.001%	99.217%
2850	嵌	11519	0.001%	99.218%
2851	勿	11518	0.001%	99.219%
2852	撩	11490	0.001%	99.220%
2853	琦	11487	0.001%	99.222%
2854	穹	11472	0.001%	99.223%
2855	梧	11460	0.001%	99.224%
2856	拭	11442	0.001%	99.225%
2857	焱	11438	0.001%	99.226%
2858	债	11421	0.001%	99.227%
2859	脯	11398	0.001%	99.228%
2860	掘	11391	0.001%	99.229%
2861	熠	11389	0.001%	99.231%
2862	朽	11388	0.001%	99.232%
2863	疫	11387	0.001%	99.233%
2864	拇	11386	0.001%	99.234%
2865	窒	11378	0.001%	99.235%
2866	吭	11371	0.001%	99.236%
2867	墟	11358	0.001%	99.237%
2868	顷	11349	0.001%	99.238%
2869	涣	11348	0.001%	99.240%
2870	镶	11346	0.001%	99.241%
2871	邵	11341	0.001%	99.242%
2872	忿	11335	0.001%	99.243%
2873	睿	11319	0.001%	99.244%
2874	峨	11282	0.001%	99.245%
2875	漾	11242	0.001%	99.246%
2876	梨	11236	0.001%	99.247%
2877	邸	11215	0.001%	99.248%
2878	酬	11179	0.001%	99.250%
2879	咋	11172	0.001%	99.251%
2880	奕	11164	0.001%	99.252%
2881	寥	11141	0.001%	99.253%
2882	呸	11111	0.001%	99.254%
2883	饥	11107	0.001%	99.255%
2884	蝙	11101	0.001%	99.256%
2885	涅	11100	0.001%	99.257%
2886	肋	11054	0.001%	99.258%
2887	峙	11049	0.001%	99.259%
2888	译	11013	0.001%	99.261%
2889	漓	11007	0.001%	99.262%
2890	凸	10996	0.001%	99.263%
2891	砚	10981	0.001%	99.264%
2892	剔	10980	0.001%	99.265%
2893	垫	10980	0.001%	99.266%
2894	瞻	10961	0.001%	99.267%
2895	镰	10959	0.001%	99.268%
2896	噜	10950	0.001%	99.269%
2897	瞅	10941	0.001%	99.270%
2898	梳	10939	0.001%	99.271%
2899	熄	10912	0.001%	99.272%
2900	眷	10864	0.001%	99.274%
2901	胤	10851	0.001%	99.275%
2902	蹬	10850	0.001%	99.276%
2903	婕	10818	0.001%	99.277%
2904	绘	10802	0.001%	99.278%
2905	岔	10776	0.001%	99.279%
2906	址	10765	0.001%	99.280%
2907	坊	10765	0.001%	99.281%
2908	幢	10736	0.001%	99.282%
2909	蝴	10736	0.001%	99.283%
2910	猩	10735	0.001%	99.284%
2911	萌	10723	0.001%	99.285%
2912	禹	10695	0.001%	99.286%
2913	唾	10679	0.001%	99.287%
2914	湛	10679	0.001%	99.288%
2915	飙	10674	0.001%	99.289%
2916	揣	10666	0.001%	99.291%
2917	侥	10660	0.001%	99.292%
2918	螺	10650	0.001%	99.293%
2919	驭	10646	0.001%	99.294%
2920	侣	10624	0.001%	99.295%
2921	肘	10607	0.001%	99.296%
2922	熏	10592	0.001%	99.297%
2923	聘	10570	0.001%	99.298%
2924	唬	10534	0.001%	99.299%
2925	垮	10524	0.001%	99.300%
2926	谊	10517	0.001%	99.301%
2927	麾	10517	0.001%	99.302%
2928	讥	10488	0.001%	99.303%
2929	龚	10475	0.001%	99.304%
2930	沛	10464	0.001%	99.305%
2931	嗷	10458	0.001%	99.306%
2932	箫	10438	0.001%	99.307%
2933	宪	10430	0.001%	99.308%
2934	镯	10412	0.001%	99.309%
2935	琐	10364	0.001%	99.310%
2936	髓	10358	0.001%	99.311%
2937	薪	10357	0.001%	99.312%
2938	毯	10333	0.001%	99.313%
2939	匿	10292	0.001%	99.314%
2940	裕	10292	0.001%	99.315%
2941	骸	10264	0.001%	99.316%
2942	匈	10259	0.001%	99.317%
2943	跄	10245	0.001%	99.318%
2944	瓣	10243	0.001%	99.319%
2945	懈	10237	0.001%	99.320%
2946	搀	10237	0.001%	99.321%
2947	脂	10233	0.001%	99.322%
2948	葫	10221	0.001%	99.324%
2949	澎	10218	0.001%	99.325%
2950	翡	10191	0.001%	99.326%
2951	膨	10188	0.001%	99.327%
2952	沁	10185	0.001%	99.328%
2953	悸	10173	0.001%	99.329%
2954	踉	10165	0.001%	99.330%
2955	妲	10163	0.001%	99.331%
2956	憨	10163	0.001%	99.332%
2957	苹	10141	0.001%	99.333%
2958	癸	10140	0.001%	99.334%
2959	泻	10133	0.001%	99.335%
2960	黝	10069	0.001%	99.336%
2961	渣	10056	0.001%	99.337%
2962	枢	10041	0.001%	99.338%
2963	酿	10040	0.001%	99.339%
2964	皓	10033	0.001%	99.340%
2965	眈	9986	0.001%	99.341%
2966	玑	9982	0.001%	99.342%
2967	兢	9916	0.001%	99.342%
2968	畔	9908	0.001%	99.343%
2969	筷	9905	0.001%	99.344%
2970	懊	9900	0.001%	99.345%
2971	糖	9897	0.001%	99.346%
2972	伞	9873	0.001%	99.347%
2973	杭	9870	0.001%	99.348%
2974	詹	9865	0.001%	99.349%
2975	综	9848	0.001%	99.350%
2976	缉	9838	0.001%	99.351%
2977	尿	9835	0.001%	99.352%
2978	嚓	9834	0.001%	99.353%
2979	刁	9829	0.001%	99.354%
2980	惚	9822	0.001%	99.355%
2981	瑕	9810	0.001%	99.356%
2982	奎	9801	0.001%	99.357%
2983	棉	9797	0.001%	99.358%
2984	鲸	9797	0.001%	99.359%
2985	瀑	9793	0.001%	99.360%
2986	践	9793	0.001%	99.361%
2987	熔	9779	0.001%	99.362%
2988	鹅	9766	0.001%	99.363%
2989	秉	9765	0.001%	99.364%
2990	傍	9742	0.001%	99.365%
2991	霖	9735	0.001%	99.366%
2992	鹃	9729	0.001%	99.367%
2993	坟	9709	0.001%	99.368%
2994	澄	9690	0.001%	99.369%
2995	逮	9685	0.001%	99.370%
2996	绸	9666	0.001%	99.371%
2997	隋	9638	0.001%	99.372%
2998	骏	9620	0.001%	99.372%
2999	暧	9616	0.001%	99.373%
3000	媛	9572	0.001%	99.374%
3001	驯	9563	0.001%	99.375%
3002	崆	9553	0.001%	99.376%
3003	锥	9519	0.001%	99.377%
3004	湃	9518	0.001%	99.378%
3005	狩	9500	0.001%	99.379%
3006	媳	9498	0.001%	99.380%
3007	稻	9497	0.001%	99.381%
3008	叽	9487	0.001%	99.382%
3009	姻	9458	0.001%	99.383%
3010	拙	9455	0.001%	99.384%
3011	绚	9420	0.001%	99.385%
3012	扒	9406	0.001%	99.386%
3013	靡	9400	0.001%	99.387%
3014	簇	9399	0.001%	99.388%
3015	饼	9398	0.001%	99.388%
