詞頻序號	詞目	出現頻次	累積頻次	累積百分比
41919	防杜	1	508044	95.782816
41920	防沙	1	508045	95.783005
41921	防身	1	508046	95.783194
41922	防身術	1	508047	95.783383
41923	防制法	1	508048	95.783572
41924	防空洞	1	508049	95.783761
41925	防空演習	1	508050	95.783950
41926	防洪	1	508051	95.784139
41927	防音設備	1	508052	95.784328
41928	防風	1	508053	95.784517
41929	防風林	1	508054	95.784706
41930	防眩光照明設備	1	508055	95.784895
41931	防患	1	508056	95.785084
41932	防桿	1	508057	95.785273
41933	防盜系統	1	508058	95.785462
41934	防微杜漸	1	508059	95.785651
41935	防滑衣架	1	508060	95.785840
41936	防塵保護蓋	1	508061	95.786029
41937	防弊除害	1	508062	95.786218
41938	防腐	1	508063	95.786407
41939	防颱中心	1	508064	95.786596
41940	防彈衣	1	508065	95.786785
41941	防彈車	1	508066	95.786974
41942	防撞器	1	508067	95.787163
41943	防潛滑前座椅椅墊	1	508068	95.787352
41944	防潮	1	508069	95.787541
41945	防皺	1	508070	95.787730
41946	防範未然	1	508071	95.787919
41947	防蝨	1	508072	95.788108
41948	防衛隊	1	508073	95.788297
41949	防衛網	1	508074	95.788486
41950	防衛廳	1	508075	95.788675
41951	防震教育	1	508076	95.788864
41952	防禦性	1	508077	95.789053
41953	防禦塔	1	508078	95.789242
41954	防諜	1	508079	95.789431
41955	防鎖死煞車	1	508080	95.789620
41956	防鎖煞車	1	508081	95.789809
41957	防爆衣	1	508082	95.789998
41958	防鏽鋼板	1	508083	95.790187
41959	防護眼鏡	1	508084	95.790376
41960	防鹽性	1	508085	95.790565
41961	阮成章	1	508086	95.790754
41962	阮剛猛	1	508087	95.790943
41963	阮崇武	1	508088	95.791132
41964	阮義忠	1	508089	95.791321
41965	並肩齊步	1	508090	95.791510
41966	並陳	1	508091	95.791699
41967	並進	1	508092	95.791888
41968	並稱	1	508093	95.792077
41969	乖乖牌	1	508094	95.792266
41970	乖謬	1	508095	95.792455
41971	乖寶寶	1	508096	95.792644
41972	乳母	1	508097	95.792833
41973	乳白	1	508098	95.793022
41974	乳黃色	1	508099	95.793211
41975	乳膏	1	508100	95.793400
41976	乳製品	1	508101	95.793589
41977	乳酸	1	508102	95.793778
41978	乳酸菌	1	508103	95.793967
41979	乳頭狀	1	508104	95.794156
41980	事不宜遲	1	508105	95.794345
41981	事不關己	1	508106	95.794534
41982	事在人為	1	508107	95.794723
41983	事成	1	508108	95.794912
41984	事有蹺蹊	1	508109	95.795101
41985	事物紀原	1	508110	95.795290
41986	事後案	1	508111	95.795479
41987	事勢	1	508112	95.795668
41988	事業有成	1	508113	95.795857
41989	事業宮	1	508114	95.796046
41990	事端	1	508115	95.796235
41991	事權	1	508116	95.796424
41992	亞丁	1	508117	95.796613
41993	亞丁灣	1	508118	95.796802
41994	亞力山大	1	508119	95.796991
41995	亞力山卓	1	508120	95.797180
41996	亞大經合高峰會	1	508121	95.797369
41997	亞太中心	1	508122	95.797558
41998	亞太共同體	1	508123	95.797747
41999	亞太偶戲展	1	508124	95.797936
42000	亞太經合高峰會議	1	508125	95.798125
42001	亞太廣告獎	1	508126	95.798314
42002	亞太影展	1	508127	95.798503
42003	亞西比	1	508128	95.798692
42004	亞利桑那	1	508129	95.798881
42005	亞那馬族	1	508130	95.799070
42006	亞里斯多德	1	508131	95.799259
42007	亞里斯特爾	1	508132	95.799448
42008	亞拉臘山	1	508133	95.799637
42009	亞東劇團	1	508134	95.799826
42010	亞油酸	1	508135	95.800015
42011	亞洲大陸	1	508136	95.800204
42012	亞洲地區	1	508137	95.800393
42013	亞洲基金會	1	508138	95.800582
42014	亞洲聚合	1	508139	95.800771
42015	亞洲證券	1	508140	95.800960
42016	亞美尼亞高原	1	508141	95.801149
42017	亞述群島	1	508142	95.801338
42018	亞修爾巴尼帕爾王	1	508143	95.801527
42019	亞倫可惠	1	508144	95.801716
42020	亞倫派庫拉	1	508145	95.801905
42021	亞倫馬歇爾	1	508146	95.802094
42022	亞倫曼肯	1	508147	95.802283
42023	亞倫雷奈	1	508148	95.802472
42024	亞哥	1	508149	95.802661
42025	亞馬孫	1	508150	95.802850
42026	亞馬孫河	1	508151	95.803039
42027	亞馬遜	1	508152	95.803228
42028	亞馬遜鸚鵡	1	508153	95.803417
42029	亞得里亞海之珠	1	508154	95.803606
42030	亞速群島	1	508155	95.803795
42031	亞麻布	1	508156	95.803984
42032	亞寒帶	1	508157	95.804173
42033	亞硝胺	1	508158	95.804362
42034	亞塞拜然	1	508159	95.804551
42035	亞瑟希勒	1	508160	95.804740
42036	亞瑟潘	1	508161	95.804929
42037	亞裔	1	508162	95.805118
42038	亞賊社	1	508163	95.805307
42039	亞運會	1	508164	95.805496
42040	亞歌花園	1	508165	95.805685
42041	亞種	1	508166	95.805874
42042	亞網	1	508167	95.806063
42043	亞歐大陸橋	1	508168	95.806252
42044	亞衛	1	508169	95.806441
42045	亞衛頻道	1	508170	95.806630
42046	亞歷山大大帝	1	508171	95.806819
42047	亞歷山大王	1	508172	95.807008
42048	亞歷山大古城	1	508173	95.807197
42049	亞歷克‧斯提爾	1	508174	95.807386
42050	亞蘭德倫鴨肉米粉	1	508175	95.807575
42051	享盡	1	508176	95.807764
42052	享樂者	1	508177	95.807953
42053	京兆	1	508178	95.808142
42054	京華證券投信	1	508179	95.808331
42055	京菜館	1	508180	95.808520
42056	京劇院	1	508181	95.808709
42057	佯狂	1	508182	95.808898
42058	依人	1	508183	95.809087
42059	依什爾	1	508184	95.809276
42060	依存度	1	508185	95.809465
42061	依時	1	508186	95.809654
42062	依索匹亞人	1	508187	95.809843
42063	依偎	1	508188	95.810032
42064	依莉莎白一世	1	508189	95.810221
42065	依傍	1	508190	95.810410
42066	依親	1	508191	95.810599
42067	依屬	1	508192	95.810788
42068	侍姬	1	508193	95.810977
42069	侍從	1	508194	95.811166
42070	侍衙	1	508195	95.811355
42071	侍應生	1	508196	95.811544
42072	佳山	1	508197	95.811733
42073	佳山機場	1	508198	95.811922
42074	佳句	1	508199	95.812111
42075	佳物	1	508200	95.812300
42076	佳品	1	508201	95.812489
42077	佳特利	1	508202	95.812678
42078	佳特利牌	1	508203	95.812867
42079	佳偶	1	508204	95.813056
42080	佳婿	1	508205	95.813245
42081	佳期	1	508206	95.813434
42082	佳評	1	508207	95.813623
42083	佳評如潮	1	508208	95.813812
42084	佳麗	1	508209	95.814001
42085	佳釀	1	508210	95.814190
42086	使女	1	508211	95.814379
42087	使用者付費	1	508212	95.814568
42088	使用品	1	508213	95.814757
42089	使用率	1	508214	95.814946
42090	使用量	1	508215	95.815135
42091	使君子	1	508216	95.815324
42092	使君子丸	1	508217	95.815513
42093	使徒	1	508218	95.815702
42094	使華	1	508219	95.815891
42095	使節	1	508220	95.816080
42096	使館	1	508221	95.816269
42097	供玉欽	1	508222	95.816458
42098	供血	1	508223	95.816647
42099	供油系統	1	508224	95.816836
42100	供花	1	508225	95.817025
42101	供花獻果	1	508226	95.817214
42102	供給面	1	508227	95.817403
42103	供電法	1	508228	95.817592
42104	供稱	1	508229	95.817781
42105	供需失調	1	508230	95.817970
42106	供應地	1	508231	95.818159
42107	供應面	1	508232	95.818348
42108	供應區	1	508233	95.818537
42109	供應量	1	508234	95.818726
42110	供髓	1	508235	95.818915
42111	例假日	1	508236	95.819104
42112	例常	1	508237	95.819293
42113	例常性	1	508238	95.819482
42114	例會	1	508239	95.819671
42115	來日	1	508240	95.819860
42116	來令片	1	508241	95.820049
42117	來犯	1	508242	95.820238
42118	來生	1	508243	95.820427
42119	來由	1	508244	95.820616
42120	來回票	1	508245	95.820805
42121	來年	1	508246	95.820994
42122	來此	1	508247	95.821183
42123	來來百貨	1	508248	95.821372
42124	來者不拒	1	508249	95.821561
42125	來勁	1	508250	95.821750
42126	來客	1	508251	95.821939
42127	來看天堂	1	508252	95.822128
42128	來時路	1	508253	95.822317
42129	來馬德雷山	1	508254	95.822506
42130	來處	1	508255	95.822695
42131	來富狗	1	508256	95.822884
42132	來朝	1	508257	95.823073
42133	來勢	1	508258	95.823262
42134	來意	1	508259	95.823451
42135	來福槍	1	508260	95.823640
42136	來潮	1	508261	95.823829
42137	來龍去脈	1	508262	95.824018
42138	侃侃	1	508263	95.824207
42139	併用	1	508264	95.824396
42140	併吞	1	508265	95.824585
42141	併計	1	508266	95.824774
42142	佩姬蘇要出嫁	1	508267	95.824963
42143	佩特拉科	1	508268	95.825152
42144	佩帶	1	508269	95.825341
42145	佩徹斯克修道院	1	508270	95.825530
42146	侏儒鸚鵡	1	508271	95.825719
42147	侏羅山脈	1	508272	95.825908
42148	侏羅紀恐龍	1	508273	95.826097
42149	侏儸紀公園	1	508274	95.826286
42150	侑酒	1	508275	95.826475
42151	兔媽媽	1	508276	95.826664
42152	兔寶寶	1	508277	95.826853
42153	兒女心	1	508278	95.827042
42154	兒子的大玩偶	1	508279	95.827231
42155	兒化音	1	508280	95.827420
42156	兒玉源太郎	1	508281	95.827609
42157	兒協	1	508282	95.827798
42158	兒保月	1	508283	95.827987
42159	兒科	1	508284	95.828176
42160	兒婦	1	508285	95.828365
42161	兒童多動症	1	508286	95.828554
42162	兒童安全座椅	1	508287	95.828743
42163	兒童托育中心	1	508288	95.828932
42164	兒童性科學	1	508289	95.829121
42165	兒童拒學症	1	508290	95.829310
42166	兒童芭蕾課程	1	508291	95.829499
42167	兒童保護法	1	508292	95.829688
42168	兒童保護基金	1	508293	95.829877
42169	兒童室	1	508294	95.830066
42170	兒童音樂會	1	508295	95.830255
42171	兒童時期	1	508296	95.830444
42172	兒童書	1	508297	95.830633
42173	兒童浮潛班	1	508298	95.830822
42174	兒童基金會	1	508299	95.831011
42175	兒童博物館	1	508300	95.831200
42176	兒童暑期美術營	1	508301	95.831389
42177	兒童期創傷	1	508302	95.831578
42178	兒童畫	1	508303	95.831767
42179	兒童畫展	1	508304	95.831956
42180	兒童節目	1	508305	95.832145
42181	兒童遊樂場	1	508306	95.832334
42182	兒童電腦	1	508307	95.832523
42183	兒童圖書室	1	508308	95.832712
42184	兒童圖書獎	1	508309	95.832901
42185	兒童福利中心	1	508310	95.833090
42186	兒童福利法	1	508311	95.833279
42187	兒童福利金	1	508312	95.833468
42188	兒童語文學校	1	508313	95.833657
42189	兒童劇場	1	508314	95.833846
42190	兒童寫生比賽	1	508315	95.834035
42191	兒童樂隊	1	508316	95.834224
42192	兒童閱覽室	1	508317	95.834413
42193	兒童館	1	508318	95.834602
42194	兒童環保聯盟	1	508319	95.834791
42195	兒福基金會	1	508320	95.834980
42196	兒福預算	1	508321	95.835169
42197	兒福館	1	508322	95.835358
42198	兒福聯盟	1	508323	95.835547
42199	兒語	1	508324	95.835736
42200	兩夫妻	1	508325	95.835925
42201	兩半	1	508326	95.836114
42202	兩生類	1	508327	95.836303
42203	兩用	1	508328	95.836492
42204	兩用車	1	508329	95.836681
42205	兩地	1	508330	95.836870
42206	兩京	1	508331	95.837059
42207	兩岸交流	1	508332	95.837248
42208	兩岸直航	1	508333	95.837437
42209	兩岸問題	1	508334	95.837626
42210	兩岸經貿	1	508335	95.837815
42211	兩岸罪犯遣送條例	1	508336	95.838004
42212	兩性人	1	508337	95.838193
42213	兩性婚姻學	1	508338	95.838382
42214	兩性認知	1	508339	95.838571
42215	兩相宜	1	508340	95.838760
42216	兩倍	1	508341	95.838949
42217	兩個油漆匠	1	508342	95.839138
42218	兩情相悅	1	508343	95.839327
42219	兩眼	1	508344	95.839516
42220	兩造	1	508345	95.839705
42221	兩廂情願	1	508346	95.839894
42222	兩棲動物	1	508347	95.840083
42223	兩棲部隊	1	508348	95.840272
42224	兩棲類	1	508349	95.840461
42225	兩稅制	1	508350	95.840650
42226	兩週	1	508351	95.840839
42227	兩傻闖江湖	1	508352	95.841028
42228	兩會	1	508353	95.841217
42229	兩廣總督	1	508354	95.841406
42230	兩德	1	508355	95.841595
42231	兩碼事	1	508356	95.841784
42232	兩頰	1	508357	95.841973
42233	兩翼	1	508358	95.842162
42234	兩鬢	1	508359	95.842351
42235	兩鬢飛霜	1	508360	95.842540
42236	兩廳院	1	508361	95.842729
42237	具現	1	508362	95.842918
42238	具領	1	508363	95.843107
42239	具體化	1	508364	95.843296
42240	具體而微	1	508365	95.843485
42241	典章制度	1	508366	95.843674
42242	典藏本	1	508367	95.843863
42243	典藝	1	508368	95.844052
42244	典麗	1	508369	95.844241
42245	函索	1	508370	95.844430
42246	函授	1	508371	95.844619
42247	函授學校	1	508372	95.844808
42248	刻印	1	508373	95.844997
42249	刻書局	1	508374	95.845186
42250	刻書鋪	1	508375	95.845375
42251	刻寫	1	508376	95.845564
42252	刻鑿	1	508377	95.845753
42253	券商公會	1	508378	95.845942
42254	刷手	1	508379	95.846131
42255	刷柄	1	508380	95.846320
42256	刷清	1	508381	95.846509
42257	刷淨	1	508382	95.846698
42258	刷新	1	508383	95.846887
42259	刷頭	1	508384	95.847076
42260	刺扎	1	508385	95.847265
42261	刺血針	1	508386	95.847454
42262	刺狀	1	508387	95.847643
42263	刺胞動物	1	508388	95.847832
42264	刺破	1	508389	95.848021
42265	刺痛	1	508390	95.848210
42266	刺痛感	1	508391	95.848399
42267	刺絲	1	508392	95.848588
42268	刺蛾	1	508393	95.848777
42269	刺網	1	508394	95.848966
42270	刺激感	1	508395	95.849155
42271	刺鐵絲網	1	508396	95.849344
42272	刺鐵線	1	508397	95.849533
42273	到任國書	1	508398	95.849722
42274	到位率	1	508399	95.849911
42275	到府	1	508400	95.850100
42276	到家	1	508401	95.850289
42277	到庭	1	508402	95.850478
42278	到時候	1	508403	95.850667
42279	到貨量	1	508404	95.850856
42280	刮刀	1	508405	95.851045
42281	刮去	1	508406	95.851234
42282	刮沙	1	508407	95.851423
42283	刮泥	1	508408	95.851612
42284	刮削器	1	508409	95.851801
42285	刮起	1	508410	95.851990
42286	刮畫	1	508411	95.852179
42287	刮擦	1	508412	95.852368
42288	刮鬍子	1	508413	95.852557
42289	制式	1	508414	95.852746
42290	制改	1	508415	95.852935
42291	制定者	1	508416	95.853124
42292	制誥	1	508417	95.853313
42293	制劑	1	508418	95.853502
42294	制憲	1	508419	95.853691
42295	卒年	1	508420	95.853880
42296	協和國小	1	508421	95.854069
42297	協商小組	1	508422	95.854258
42298	卓以定	1	508423	95.854447
42299	卑屈	1	508424	95.854636
42300	卑南遺址	1	508425	95.854825
42301	卑溼	1	508426	95.855014
42302	卷子	1	508427	95.855203
42303	卷伏	1	508428	95.855392
42304	卷軸畫	1	508429	95.855581
42305	卸甲棄兵	1	508430	95.855770
42306	卸妝	1	508431	95.855959
42307	卸放	1	508432	95.856148
42308	卸掉	1	508433	95.856337
42309	取火	1	508434	95.856526
42310	取代者	1	508435	95.856715
42311	取巧	1	508436	95.856904
42312	取自	1	508437	95.857093
42313	取走	1	508438	95.857282
42314	取卸	1	508439	95.857471
42315	取法	1	508440	95.857660
42316	取長補短	1	508441	95.857849
42317	取財	1	508442	95.858038
42318	取清	1	508443	95.858227
42319	取景	1	508444	95.858416
42320	取樣	1	508445	95.858605
42321	取諦	1	508446	95.858794
42322	取靜	1	508447	95.858983
42323	叔公	1	508448	95.859172
42324	受付電話	1	508449	95.859361
42325	受孕期	1	508450	95.859550
42326	受托	1	508451	95.859739
42327	受血者	1	508452	95.859928
42328	受冷落	1	508453	95.860117
42329	受戒	1	508454	95.860306
42330	受災	1	508455	95.860495
42331	受命	1	508456	95.860684
42332	受屈	1	508457	95.860873
42333	受肯定	1	508458	95.861062
42334	受信總機系統	1	508459	95.861251
42335	受哄	1	508460	95.861440
42336	受洗	1	508461	95.861629
42337	受負累	1	508462	95.861818
42338	受重用	1	508463	95.862007
42339	受氣包	1	508464	95.862196
42340	受益良多	1	508465	95.862385
42341	受益無窮	1	508466	95.862574
42342	受益費	1	508467	95.862763
42343	受益權	1	508468	95.862952
42344	受託人法	1	508469	95.863141
42345	受託者	1	508470	95.863330
42346	受託銀行	1	508471	95.863519
42347	受教	1	508472	95.863708
42348	受教權	1	508473	95.863897
42349	受詞	1	508474	95.864086
42350	受賀	1	508475	95.864275
42351	受雇者	1	508476	95.864464
42352	受損者	1	508477	95.864653
42353	受業	1	508478	95.864842
42354	受話人	1	508479	95.865031
42355	受僱	1	508480	95.865220
42356	受盡	1	508481	95.865409
42357	受精作用	1	508482	95.865598
42358	受影響	1	508483	95.865787
42359	受獎	1	508484	95.865976
42360	受壓	1	508485	95.866165
42361	受薪者	1	508486	95.866354
42362	受薪階級	1	508487	95.866543
42363	受贈	1	508488	95.866732
42364	受難人	1	508489	95.866921
42365	受議者	1	508490	95.867110
42366	受驚	1	508491	95.867299
42367	受讓人	1	508492	95.867488
42368	味王食品	1	508493	95.867677
42369	味全公司	1	508494	95.867866
42370	味全和泰集團	1	508495	95.868055
42371	味全龍隊	1	508496	95.868244
42372	味同嚼蠟	1	508497	95.868433
42373	味兒	1	508498	95.868622
42374	味苦	1	508499	95.868811
42375	呵氣	1	508500	95.869000
42376	咖哩鱔魚堡	1	508501	95.869189
42377	咖啡	1	508502	95.869378
42378	咖啡杯	1	508503	95.869567
42379	咖啡屋	1	508504	95.869756
42380	咖啡座	1	508505	95.869945
42381	咖啡樹	1	508506	95.870134
42382	咕咕	1	508507	95.870323
42383	咕嚕	1	508508	95.870512
42384	咀咒	1	508509	95.870701
42385	咒言	1	508510	95.870890
42386	咆哮如雷	1	508511	95.871079
42387	咆哮聲	1	508512	95.871268
42388	呼口號	1	508513	95.871457
42389	呼天喊地	1	508514	95.871646
42390	呼出	1	508515	95.871835
42391	呼吸系統	1	508516	95.872024
42392	呼吸管道	1	508517	95.872213
42393	呼求	1	508518	95.872402
42394	呼呼	1	508519	95.872591
42395	呼呼大睡	1	508520	95.872780
42396	呼拉圈	1	508521	95.872969
42397	呼嚕聲	1	508522	95.873158
42398	呱呱落地	1	508523	95.873347
42399	呱噪	1	508524	95.873536
42400	和平小天使	1	508525	95.873725
42401	和平公園	1	508526	95.873914
42402	和平軍	1	508527	95.874103
42403	和平島	1	508528	95.874292
42404	和平鄉	1	508529	95.874481
42405	和平鴿	1	508530	95.874670
42406	和好如初	1	508531	95.874859
42407	和血吞	1	508532	95.875048
42408	和和氣氣	1	508533	95.875237
42409	和門	1	508534	95.875426
42410	和音	1	508535	95.875615
42411	和風獎	1	508536	95.875804
42412	和桐化學	1	508537	95.875993
42413	和氣	1	508538	95.876182
42414	和泰汽車	1	508539	95.876371
42415	和泰集團	1	508540	95.876560
42416	和記傳訊	1	508541	95.876749
42417	和暖	1	508542	95.876938
42418	和靜縣	1	508543	95.877127
42419	咚咚	1	508544	95.877316
42420	呢喃	1	508545	95.877505
42421	呢帽	1	508546	95.877694
42422	周一	1	508547	95.877883
42423	周子若	1	508548	95.878072
42424	周五	1	508549	95.878261
42425	周六	1	508550	95.878450
42426	周文賢	1	508551	95.878639
42427	周王世系	1	508552	95.878828
42428	周王府	1	508553	95.879017
42429	周匝	1	508554	95.879206
42430	周平	1	508555	95.879395
42431	周平德	1	508556	95.879584
42432	周在浚	1	508557	95.879773
42433	周如松	1	508558	95.879962
42434	周成來	1	508559	95.880151
42435	周成過臺灣	1	508560	95.880340
42436	周克明	1	508561	95.880529
42437	周坐	1	508562	95.880718
42438	周知	1	508563	95.880907
42439	周芷事件	1	508564	95.881096
42440	周長	1	508565	95.881285
42441	周亮工	1	508566	95.881474
42442	周美青	1	508567	95.881663
42443	周徑	1	508568	95.881852
42444	周徑基數	1	508569	95.882041
42445	周恩來傳	1	508570	95.882230
42446	周根南	1	508571	95.882419
42447	周浩正	1	508572	95.882608
42448	周清玉	1	508573	95.882797
42449	周產期	1	508574	95.882986
42450	周細滿	1	508575	95.883175
42451	周莊	1	508576	95.883364
42452	周報	1	508577	95.883553
42453	周暉	1	508578	95.883742
42454	周歲	1	508579	95.883931
42455	周瑞	1	508580	95.884120
42456	周裕恆	1	508581	95.884309
42457	周遊	1	508582	95.884498
42458	周慧瑛	1	508583	95.884687
42459	周潤發	1	508584	95.884876
42460	周龍田	1	508585	95.885065
42461	周聯華	1	508586	95.885254
42462	周轉金	1	508587	95.885443
42463	周藩	1	508588	95.885632
42464	命理學家	1	508589	95.885821
42465	命喪	1	508590	95.886010
42466	固山額真	1	508591	95.886199
42467	固安縣	1	508592	95.886388
42468	固始汗	1	508593	95.886577
42469	固定性	1	508594	95.886766
42470	固定液	1	508595	95.886955
42471	固定稅率	1	508596	95.887144
42472	固定窗	1	508597	95.887333
42473	固定費	1	508598	95.887522
42474	固定資產	1	508599	95.887711
42475	固若金湯	1	508600	95.887900
42476	固執己見	1	508601	95.888089
42477	垃圾子母車	1	508602	95.888278
42478	垃圾焚化爐	1	508603	95.888467
42479	垃圾筒	1	508604	95.888656
42480	垃圾箱	1	508605	95.888845
42481	垃圾戰	1	508606	95.889034
42482	坪林分校	1	508607	95.889223
42483	坪頂	1	508608	95.889412
42484	坩鍋	1	508609	95.889601
42485	坡地	1	508610	95.889790
42486	坡度	1	508611	95.889979
42487	坡幣	1	508612	95.890168
42488	坦白說	1	508613	95.890357
42489	坦蕩	1	508614	95.890546
42490	坤寧宮	1	508615	95.890735
42491	坤輿萬國全圖	1	508616	95.890924
42492	夜大學	1	508617	95.891113
42493	夜功河	1	508618	95.891302
42494	夜光	1	508619	95.891491
42495	夜光池	1	508620	95.891680
42496	夜行性動物	1	508621	95.891869
42497	夜車	1	508622	95.892058
42498	夜夜夜狂	1	508623	95.892247
42499	夜夜激情夜	1	508624	95.892436
42500	夜長夢多	1	508625	95.892625
42501	夜校生	1	508626	95.892814
42502	夜班	1	508627	95.893003
42503	夜航	1	508628	95.893192
42504	夜教	1	508629	95.893381
42505	夜深人靜	1	508630	95.893570
42506	夜間行人檢測系統	1	508631	95.893759
42507	夜間陣發性呼吸困難	1	508632	95.893948
42508	夜蛾	1	508633	95.894137
42509	夜路	1	508634	95.894326
42510	夜幕低垂	1	508635	95.894515
42511	夜燈	1	508636	95.894704
42512	夜貓子	1	508637	95.894893
42513	夜餐	1	508638	95.895082
42514	夜闌人靜	1	508639	95.895271
42515	夜歸	1	508640	95.895460
42516	夜霧	1	508641	95.895649
42517	夜警	1	508642	95.895838
42518	夜鶯	1	508643	95.896027
42519	夜讀	1	508644	95.896216
42520	夜鷹	1	508645	95.896405
42521	夜鷺	1	508646	95.896594
42522	奉三無私殿	1	508647	95.896783
42523	奉天之難	1	508648	95.896972
42524	奉天行宮	1	508649	95.897161
42525	奉令	1	508650	95.897350
42526	奉召	1	508651	95.897539
42527	奉旨	1	508652	95.897728
42528	奉行不渝	1	508653	95.897917
42529	奉祀	1	508654	95.898106
42530	奉迎	1	508655	95.898295
42531	奉派	1	508656	95.898484
42532	奉祠	1	508657	95.898673
42533	奉送	1	508658	95.898862
42534	奉陪	1	508659	95.899051
42535	奉詔	1	508660	95.899240
42536	奉經	1	508661	95.899429
42537	奉樂	1	508662	95.899618
42538	奉調	1	508663	95.899807
42539	奉養	1	508664	95.899996
42540	奉還	1	508665	95.900185
42541	奇人	1	508666	95.900374
42542	奇士美	1	508667	95.900563
42543	奇士勞斯基	1	508668	95.900752
42544	奇大	1	508669	95.900941
42545	奇幻島	1	508670	95.901130
42546	奇功	1	508671	95.901319
42547	奇形異狀	1	508672	95.901508
42548	奇事	1	508673	95.901697
42549	奇岩	1	508674	95.901886
42550	奇俠	1	508675	95.902075
42551	奇風異俗	1	508676	95.902264
42552	奇差	1	508677	95.902453
42553	奇情	1	508678	95.902642
42554	奇貨可居	1	508679	95.902831
42555	奇斯東公司	1	508680	95.903020
42556	奇斯勞斯基	1	508681	95.903209
42557	奇萊山	1	508682	95.903398
42558	奇禽	1	508683	95.903587
42559	奇經八脈考	1	508684	95.903776
42560	奇葩	1	508685	95.903965
42561	奇福餅乾	1	508686	95.904154
42562	奇聞妙事	1	508687	95.904343
42563	奇緣	1	508688	95.904532
42564	奇獸棺	1	508689	95.904721
42565	奈良公園	1	508690	95.904910
42566	奈思比	1	508691	95.905099
42567	奈思比報告	1	508692	95.905288
42568	奈勞斯	1	508693	95.905477
42569	奈爾	1	508694	95.905666
42570	奔月	1	508695	95.905855
42571	奔出	1	508696	95.906044
42572	奔回	1	508697	95.906233
42573	奔行	1	508698	95.906422
42574	奔赴	1	508699	95.906611
42575	奔逃	1	508700	95.906800
42576	奔湧	1	508701	95.906989
42577	奔瀉	1	508702	95.907178
42578	奔躍	1	508703	95.907367
42579	妻女	1	508704	95.907556
42580	妻妾成群	1	508705	95.907745
42581	妻宮	1	508706	95.907934
42582	妻離子散	1	508707	95.908123
42583	妻孥	1	508708	95.908312
42584	委人	1	508709	95.908501
42585	委曲求全	1	508710	95.908690
42586	委派	1	508711	95.908879
42587	委員長	1	508712	95.909068
42588	委託書	1	508713	95.909257
42589	委婉	1	508714	95.909446
42590	委實	1	508715	95.909635
42591	委選	1	508716	95.909824
42592	妮維雅面霜	1	508717	95.910013
42593	妮妲梨	1	508718	95.910202
42594	姑姑	1	508719	95.910391
42595	姑嫂	1	508720	95.910580
42596	姑蘇	1	508721	95.910769
42597	姍姍	1	508722	95.910958
42598	姍姍來遲	1	508723	95.911147
42599	始末	1	508724	95.911336
42600	始料	1	508725	95.911525
42601	始祖	1	508726	95.911714
42602	始能	1	508727	95.911903
42603	始基	1	508728	95.912092
42604	始終不渝	1	508729	95.912281
42605	始終不變	1	508730	95.912470
42606	始業式	1	508731	95.912659
42607	姊妹校	1	508732	95.912848
42608	姊妹會	1	508733	95.913037
42609	妯娌	1	508734	95.913226
42610	孟元老	1	508735	95.913415
42611	孟加拉虎	1	508736	95.913604
42612	孟加拉農村促進委員會	1	508737	95.913793
42613	孟宗竹	1	508738	95.913982
42614	孟東離	1	508739	95.914171
42615	孟東籬	1	508740	95.914360
42616	孟武伯	1	508741	95.914549
42617	孟姜女	1	508742	95.914738
42618	孟庭麗	1	508743	95.914927
42619	孟昶	1	508744	95.915116
42620	孤山	1	508745	95.915305
42621	孤立腎	1	508746	95.915494
42622	孤老	1	508747	95.915683
42623	孤臣	1	508748	95.915872
42624	孤伶伶	1	508749	95.916061
42625	孤君	1	508750	95.916250
42626	孤兒院	1	508751	95.916439
42627	孤注一擲	1	508752	95.916628
42628	孤苦	1	508753	95.916817
42629	孤苦伶仃	1	508754	95.917006
42630	孤苦無依	1	508755	95.917195
42631	孤軍奮鬥	1	508756	95.917384
42632	孤飛	1	508757	95.917573
42633	孤挺	1	508758	95.917762
42634	孤挺花	1	508759	95.917951
42635	孤案	1	508760	95.918140
42636	孤高	1	508761	95.918329
42637	孤零零	1	508762	95.918518
42638	孤臺	1	508763	95.918707
42639	孤墳	1	508764	95.918896
42640	孤獨症	1	508765	95.919085
42641	孤獨感	1	508766	95.919274
42642	孤癖	1	508767	95.919463
42643	孤雛淚	1	508768	95.919652
42644	孤懸	1	508769	95.919841
42645	孤鷹	1	508770	95.920030
42646	季末	1	508771	95.920219
42647	季叔同	1	508772	95.920408
42648	季報	1	508773	95.920597
42649	季會	1	508774	95.920786
42650	季節性	1	508775	95.920975
42651	季麒光	1	508776	95.921164
42652	宗人	1	508777	95.921353
42653	宗主權	1	508778	95.921542
42654	宗谷陸橋	1	508779	95.921731
42655	宗師	1	508780	95.921920
42656	宗祠	1	508781	95.922109
42657	宗教性	1	508782	95.922298
42658	宗教音樂	1	508783	95.922487
42659	宗教家	1	508784	95.922676
42660	宗教理論	1	508785	95.922865
42661	宗華	1	508786	95.923054
42662	宗學	1	508787	95.923243
42663	定生	1	508788	95.923432
42664	定江山	1	508789	95.923621
42665	定序	1	508790	95.923810
42666	定形	1	508791	95.923999
42667	定身術	1	508792	95.924188
42668	定制	1	508793	95.924377
42669	定法	1	508794	95.924566
42670	定為	1	508795	95.924755
42671	定軍山	1	508796	95.924944
42672	定神	1	508797	95.925133
